Episode,Who said it:,Who was it said to:,Text:
6,Singed,Viktor,Hmm.
6,Singed,Viktor,She's dying.
6,Singed,Viktor,I'm attempting to prevent that. The mutation must survive.
6,Viktor,Singed,Can I help?
6,Singed,Viktor,You want to assist me?
6,Singed,Viktor,Very well.
6,Singed,Viktor,We can be loners together.
6,Heimerdinger,Viktor,Good to see some things haven't changed.
6,Heimerdinger,Viktor,Seems just yesterday I stumbled upon an aspiring young scholar
6,Heimerdinger,Viktor,"from the undercity here,"
6,Heimerdinger,Viktor,ruminating in his steel oasis.
6,Heimerdinger,Viktor,I heard your prognosis.
6,Heimerdinger,Viktor,"I'm terribly sorry, my boy."
6,Viktor,Heimerdinger,"Do you contemplate death, Professor?"
6,Heimerdinger,Viktor,Only that of friends.
6,Viktor,Heimerdinger,I suppose your legacy has been well-secured.
6,Viktor,Heimerdinger,"As one of Piltover's founders,"
6,Viktor,Heimerdinger,what haven't you to show for your remarkable life?
6,Heimerdinger,Viktor,"You should be proud of what you've accomplished, Viktor."
6,Viktor,Heimerdinger,Figments.
6,Viktor,Heimerdinger,"My contributions will be short-lived, even in your memory."
6,Heimerdinger,Viktor,I have seen many students.
6,Heimerdinger,Viktor,It's a sad truth that those who shine brightest often burn fastest.
6,Jayce,Mel,I didn't know you were an artist.
6,Mel,Jayce,Hm. There's quite a lot about me you don't know.
6,Jayce,Mel,"Listen, I'm sorry for disappearing last night."
6,Mel,Jayce,Duty calls.
6,Jayce,Mel,Viktor's dying.
6,Jayce,Mel,I think it has something to do with gasses in the fissures where he grew up.
6,Jayce,Mel,Exactly the sort of thing we wanted to fix with Hextech.
6,Jayce,Mel,"Improving lives. Solving real issues, not just trade disputes."
6,Jayce,Mel,Viktor saved my life once.
6,Jayce,Mel,"Now, he needs me and there's nothing I can do."
6,Jayce,Mel,I hate feeling so useless.
6,Mel,Jayce,I didn't realize you were so close.
6,Jayce,Mel,He's like my brother.
6,Mel,Jayce,Why did you come to me with this?
6,Jayce,Mel,I just...
6,Jayce,Mel,Nothing feels impossible when I'm with you.
6,Mel,Jayce,I'm an exile from my family.
6,Jayce,Mel,What?
6,Jayce,Mel,Why?
6,Mel,Jayce,I fell short of Medarda standards.
6,Jayce,Mel,I don't believe that for a second.
6,Jayce,Mel,Do you?
6,Mel,Jayce,"You should be with him, Jayce."
6,Mel,Jayce,"We can't change what fate has in store for us,"
6,Mel,Jayce,but we don't have to face it alone.
6,Jayce,Mel,It's a beautiful painting.
6,Jinx,Thieram,Chuck!
6,Thieram,Jinx,Thieram. Uh... My name's Thieram.
6,Jinx,Thieram,"Nice try, Chuck."
6,Jinx,Thieram,What's all the hubbub?
6,Thieram,Jinx,Uh. Boss wants us to grab someone up.
6,Jinx,Thieram,Someone? Anyone?
6,Jinx,Thieram,Who are you grabbing?
6,Thieram,Jinx,Some girls.
6,Thieram,Jinx,"I mean, I mean not... I'm not grabbing girls."
6,Thieram,Jinx,"Oh, other than the... those ones... I guess."
6,Jinx,Thieram,Focus. Who are they? Why wasn't I invited to the party?
6,Thieram,Jinx,"Uh, I don't know."
6,Thieram,Jinx,They... they got in a fight with Sevika. They did a number on her.
6,Jinx,Thieram,Oh really? Which number?
6,Thieram,Jinx,It's like a saying...
6,Jinx,Thieram,"You're doing great, Chuck."
6,Jinx,Thieram,"Here, for your troubles."
6,Caitlyn,Vi,Silco's goons aren't far behind.
6,Caitlyn,Vi,We have to keep moving.
6,Vi,Caitlyn,What the hell is that?
6,Caitlyn,Vi,The sign.
6,Vi,Caitlyn,"Never mind, just help me to the edge."
6,Caitlyn,Vi,Can you do this in your...
6,Caitlyn,,Shit.
6,,,Come on!
6,,,Come on. Let's go!
6,Sevika,Silco,We lost her.
6,Jinx,Sevika,Lost who?
6,Jinx,Sevika,I feel like you and I got off on the wrong arm.
6,Jinx,Sevika,Maybe we should try the other.
6,Sevika,Jinx,No need. It's your sister.
6,Sevika,Jinx,She's back. She's looking for you.
6,Sevika,Jinx,It's not what you think.
6,Sevika,Jinx,She's with some girl enforcer. Guess she replaced you.
6,Jinx,Sevika,You're lying!
6,Sevika,Jinx,Why bother?
6,Sevika,Jinx,"Her back in town, it's only a matter of time before you implode"
6,Sevika,Jinx,and Silco finally gets the message
6,Sevika,Jinx,that you're about as good for our cause as you were for your family.
6,Sevika,Jinx,Jinx.
6,Jinx,Sevika,"Ten outta ten, toots!"
6,Jinx,Sevika,I think I know just how to deliver that message.
6,Silco,Ren,"Ah, about time Daddy joined us."
6,Silco,Marcus,"You were so busy, little Ren here saw me in."
6,Marcus,Silco,Let's talk outside.
6,Silco,Marcus,Can't you see we're playing?
6,Silco,Marcus,"You remember our old friend Vi, don't you?"
6,Silco,Ren,Vander's daughter. She was about your age.
6,Silco,Ren,Her father went on a long trip and Daddy here assured me that she left with him.
6,Silco,Ren,But it seems she never made it. Isn't that sad?
6,Silco,Ren,Could you imagine being separated from your father?
6,Marcus,Silco,She's... in a safe place.
6,Silco,Marcus,She's in the Lanes.
6,Marcus,Silco,That's not possible.
6,Silco,Marcus,There's an enforcer with her. A girl. Roughly the same age.
6,Marcus,Silco,"Caitlyn. She's a Kiramman. Just like them, she does whatever she wants."
6,Marcus,Silco,I... can't control her.
6,Silco,Marcus,Then of what use are you?
6,Marcus,Silco,I'll track her down.
6,Marcus,Silco,I can fix this.
6,Marcus,Silco,Please.
6,Silco,Marcus,"Everyone makes mistakes, right?"
6,Silco,Marcus,What's important is that we don't repeat them.
6,Silco,Marcus,My people are tracking Vi and this...
6,Silco,Marcus,...Caitlyn. They cannot be allowed to resurface.
6,Silco,Marcus,Do we understand each other?
6,Marcus,Silco,Hmm.
6,,,Hmm.
6,Silco,Ren,Oops. Ah. So sorry. Accidents happen.
6,Viktor,Jayce,Watch.
6,Viktor,Jayce,It responds to organic matter.
6,Jayce,Viktor,Incredible.
6,Viktor,Jayce,"This is unlike anything we've ever seen, Jayce."
6,Viktor,Jayce,"It, it, it could be the key to augmenting physiology, extending life..."
6,Jayce,Viktor,Curing you.
6,Viktor,Jayce,It's happened to everyone.
6,Viktor,Jayce,I can't determine why.
6,Viktor,Jayce,They're... rejecting the transmutation.
6,Jayce,Viktor,We'll solve this.
6,Viktor,Jayce,There may not be time.
6,Viktor,Jayce,We're in uncharted waters here and...
6,Viktor,Jayce,I can feel my body... eroding.
6,Jayce,Viktor,I'll have Sky bring Heimerdinger. He might know something that could help.
6,Jayce,Viktor,"In the meantime, we'll do what we do best."
6,Caitlyn,Vi,What is this place?
6,Vi,Caitlyn,It's where the kind of people you topsiders
6,Vi,Caitlyn,"don't want to think about, wind up."
6,Vi,Caitlyn,"It was never this big, though."
6,Vi,Caitlyn,There.
6,Caitlyn,Vi,"I know you have your reservations about me,"
6,Caitlyn,Vi,but this only works if we can trust each other.
6,Vi,Caitlyn,It doesn't work. It never has.
6,Vi,Caitlyn,You topsiders always find a way to screw us.
6,Caitlyn,Vi,I suppose topside is to blame for all your misfortunes.
6,Vi,Caitlyn,No.
6,Vi,Caitlyn,Not all of them.
6,Caitlyn,Vi,"We aren't monsters, you know. We're people, just like you."
6,Vi,Caitlyn,You don't know anything about me.
6,Vi,Caitlyn,I shouldn't have left you.
6,Caitlyn,Vi,"It's all right. Despite it all, I can tell..."
6,Caitlyn,Vi,you have a good heart.
6,Heimerdinger,Viktor,What is that?
6,Viktor,Heimerdinger,I'm calling it the Hexcore.
6,Viktor,Heimerdinger,It's an adaptive rune matrix. Hextech that evolves.
6,Jayce,Heimerdinger,It's groundbreaking.
6,Jayce,Heimerdinger,What's most exciting is that it reacts to biological matter.
6,Jayce,Heimerdinger,There are stories of healing magic. Our samples thus far have perished...
6,Heimerdinger,Jayce,You must destroy it.
6,Jayce,Heimerdinger,What?
6,Heimerdinger,Jayce,"Please, if ever you've put faith in my guidance, hear me now."
6,Heimerdinger,Jayce,I've seen nations destroyed by a single seed and it looked...
6,Heimerdinger,Jayce,exactly like this.
6,Jayce,Heimerdinger,"Professor, this could save Viktor's life."
6,Heimerdinger,Viktor,"Viktor, something's different. You've changed. What did you do?"
6,Viktor,Heimerdinger,"What do you mean, Professor?"
6,Heimerdinger,Viktor,It's that thing. It must be destroyed!
6,Jayce,Heimerdinger,Wait.
6,Jayce,Heimerdinger,No. I won't let you.
6,Heimerdinger,Jayce,"Jayce, this is a violation of the Ethos."
6,Heimerdinger,Jayce,I will have it destroyed one way or another.
6,Jayce,Heimerdinger,That's your opinion. We'll see if the Council agrees.
6,Viktor,Jayce,I might know someone else who could help.
6,Jayce,Viktor,You do what you have to. I need to get ready.
6,Viktor,Jayce,For what?
6,shimmer addict,Caitlyn,Is she all right?
6,shimmer addict,Caitlyn,"Wait, wait, wait! Easy. Easy."
6,shimmer addict,Caitlyn,"That's Vi, right?"
6,shimmer addict,Caitlyn,I'm a friend.
6,shimmer addict,Caitlyn,"Or at least I was. I mean, I... I owed her old man my life."
6,shimmer addict,Caitlyn,Probably more than that.
6,shimmer addict,Caitlyn,I guess.
6,Caitlyn,shimmer addict,She's bleeding. She needs a doctor.
6,shimmer addict,Caitlyn,Not so simple to come by around here.
6,shimmer addict,Caitlyn,Hey.
6,shimmer addict,Caitlyn,I'm sorry.
6,shimmer addict,Caitlyn,"Oh, oh. But, ah, I do know someone else who might be able to help."
6,shimmer addict,Caitlyn,Come with me.
6,apothecary,shimmer addict,Ailment?
6,Caitlyn,apothecary,Uh...
6,Caitlyn,apothecary,Uh... she's been stabbed.
6,shimmer addict,Caitlyn,She makes potions.
6,shimmer addict,Caitlyn,Helps people here with...
6,shimmer addict,Caitlyn,...with this.
6,Caitlyn,shimmer addict,Shimmer. Why would you take something that does that to you?
6,shimmer addict,Caitlyn,I just... wanted to feel what it was like...
6,shimmer addict,Caitlyn,To be somebody. To make other people afraid.
6,shimmer addict,Caitlyn,Instead of...
6,apothecary,Caitlyn,Trade.
6,Caitlyn,apothecary,"Thank you, I really..."
6,Caitlyn,shimmer addict,Let's go. I think Vi will be happy to see a friendly face.
6,shimmer addict,Caitlyn,"No, no. You go ahead."
6,shimmer addict,Caitlyn,She knew me when I was still...
6,shimmer addict,Caitlyn,"Anyway, I don't want her to see me like this."
6,shimmer addict,Caitlyn,"Just tell her, uh, tell her I'm sorry. About everything."
6,shimmer addict,Caitlyn,Okay?
6,Marcus,Jayce,I found this on one of the Firelights.
6,Marcus,Jayce,It matches fragments we found outside your lab and at the Hexgates.
6,Marcus,Jayce,I... have reason to believe they're planning more attacks.
6,Jayce,Marcus,"Well, how has this threat gone unnoticed for so long?"
6,Marcus,Jayce,"Since the Hexgates were completed, the fissures haven't been a priority."
6,Jayce,Marcus,"Oh, we'll settle that later. For now, we need to prevent any further attacks."
6,Marcus,Jayce,Short of searching everyone who crosses the bridges.
6,Marcus,Jayce,I don't know how we can.
6,Jayce,Marcus,"Then, that's what we'll do."
6,Marcus,Jayce,Are you certain? This sort of an order...
6,Jayce,Marcus,Do it. We have to protect the city.
6,Marcus,Jayce,One other thing.
6,Marcus,Jayce,I saw Caitlyn Kiramman had a prisoner released on your order.
6,Marcus,Jayce,Is there anything I can assist with?
6,Jayce,Marcus,"No. No, uh, we've got it covered."
6,Heimerdinger,,"Councilors, we have lost our way."
6,Heimerdinger,,This city was founded to be a bastion of enlightenment.
6,Heimerdinger,,In a world that cannibalized itself over power and pride.
6,Heimerdinger,,But we've forgotten.
6,Heimerdinger,,Loosened our morals in favor of comfort and convenience.
6,Heimerdinger,,Traded honor for prestige.
6,Heimerdinger,,We were once one tribe.
6,Heimerdinger,,Now we are Houses divided.
6,Heimerdinger,,"I believe, if we set aside our greed and arrogance, we can be one again."
6,Heimerdinger,,It will take vigilance. We must hold each other accountable.
6,Jayce,Heimerdinger,And who holds you accountable?
6,Heimerdinger,Jayce,What?
6,Jayce,Heimerdinger,Shimmer is rampant in the undercity.
6,Jayce,Heimerdinger,Attacks at the Hexgates and in the Academy Square.
6,Jayce,Heimerdinger,Enforcers fear to set foot in the Lanes. All under your watch.
6,Heimerdinger,Jayce,"Jayce, you forget yourself."
6,Jayce,Heimerdinger,"I'm sorry, Professor,"
6,Jayce,Heimerdinger,but healing this city will take more than just speeches.
6,Jayce,Heimerdinger,"Time and again, you've warned us what not to do."
6,Jayce,Heimerdinger,"But let me ask you this, what's your plan to fix this?"
6,Heimerdinger,Jayce,I see what this is about.
6,Heimerdinger,Jayce,Your Hextech projects need more time. More safeguards.
6,Jayce,Heimerdinger,Humans don't live for centuries. We can't wait for progress.
6,Jayce,Heimerdinger,"We need a leadership focused on the future, not the past."
6,Jayce,Heimerdinger,"You are the true Father of Piltover,"
6,Jayce,Heimerdinger,and your years of service can never be repaid.
6,Jayce,Heimerdinger,I believe it's time we gave the beloved founder of our city...
6,Jayce,Heimerdinger,a well-deserved retirement.
6,Heimerdinger,Jayce,"Jayce, don't do this."
6,,,Hmm.
6,Jayce,,It has to be unanimous. All in favor?
6,Mel,Heimerdinger,"With my deepest respect and appreciation, Professor."
6,Caitlyn,Vi,Vi.
6,Caitlyn,Vi,"Easy, easy, easy."
6,Caitlyn,Vi,We need you back on your feet.
6,Caitlyn,Vi,What was the name Sevika gave you? Jinx?
6,Vi,Caitlyn,Right. Jinx. How could I forget?
6,Caitlyn,Vi,We're going to have to be more careful now.
6,Caitlyn,Vi,Silco will be watching...
6,Caitlyn,Vi,You used to live here?
6,Caitlyn,Vi,Who's Powder?
6,Vi,Caitlyn,"My sister. I thought she died, but, no."
6,Vi,Caitlyn,I have to try and find her.
6,Caitlyn,Vi,How do you not know if your sister is alive or dead?
6,Vi,Caitlyn,It's hard to check up on people from inside a concrete cell.
6,Caitlyn,Vi,"What, you don't have parents?"
6,Vi,Caitlyn,No! They were killed by enforcers.
6,Silco,Vi,Vander's prodigy.
6,Silco,Vi,I've regretted that we never had the opportunity to speak.
6,Vi,Silco,What have you done with my sister?
6,Silco,Vi,I've freed her.
6,Silco,Vi,"Candidly, I thought you were the prize of your secondhand family."
6,Silco,Vi,But Jinx...
6,Silco,Vi,Oh. She is more than I ever imagined.
6,Vi,Silco,I'm gonna find her and erase whatever fucked-up delusions you put in her head.
6,Vi,Silco,"But first, I'm gonna bring your bullshit empire down all around you."
6,Silco,Vi,"You don't know your limits, girl. It's what got Vander killed."
6,Silco,Vi,What drove your sister away. And it's why I'm here right now.
6,Vi,Silco,"Yeah, well..."
6,Vi,Silco,You talk too much.
6,Singed,Viktor,Rio will live.
6,Viktor,Singed,You did this?
6,Singed,Viktor,I thought you understood. The mutation must survive.
6,Viktor,Singed,I understand now.
6,Silco,,How many problems can one girl cause?
6,Vi,Jinx,Powder?
6,Jinx,Vi,Vi?
6,Vi,Jinx,"Oh, Powder!"
6,Vi,Jinx,"I'm so sorry, Powder. I..."
6,Vi,Jinx,"I tried to come back. I promise, I did. But I... I got arrested."
6,Jinx,Vi,Marcus?
6,Vi,Jinx,I don't know. I... It doesn't matter.
6,Vi,Jinx,I just... I never thought I'd see you again.
6,Jinx,Vi,Are you real?
6,Vi,Jinx,"Yes, of course. It's me, Vi, your sister."
6,Vi,Jinx,I'm here. I'm right here.
6,Jinx,Vi,Things changed when you left. I changed.
6,Vi,Jinx,"I know, Pow-pow, I know. You did what you had to do to survive."
6,Vi,Jinx,Me too. It's okay.
6,Vi,Jinx,What matters is we're together.
6,Jinx,Vi,Who's she?
6,Caitlyn,Jinx,Who are you?
6,Vi,Jinx,It's okay. She's a friend.
6,Jinx,Vi,Sevika wasn't lying? You're with an enforcer?
6,Caitlyn,Vi,Your sister is Jinx?
6,Vi,Caitlyn,"Caitlyn, just listen, we can work this out."
6,Jinx,Vi,This is a trick! You're playing me!
6,Jinx,Jinx,Shut up! I'm in no mood.
6,Caitlyn,Jinx,We didn't say anything.
6,Jinx,Caitlyn,I wasn't talking to you!
6,Vi,Jinx,"Powder, it's okay."
6,Jinx,Vi,Stop calling me that.
6,Jinx,Vi,It's Jinx now. Powder fell down a well.
6,Vi,Jinx,You're not a jinx.
6,Vi,Jinx,"God, I never should have..."
6,Jinx,Vi,Stop talking to me like I'm a child!
6,Jinx,Vi,Was that why you came?
6,Jinx,Vi,For this stupid stone?
6,Vi,Jinx,"No, I don't even know what that is, I..."
6,Jinx,Vi,"You're a class act, Sister."
6,Jinx,Vi,Sister. Thought I missed her. Bet you wouldn't miss her.
6,Vi,Jinx,Powder! I'm here for you. Only you.
6,Vi,Jinx,"You can fire that thing if you want, but I'm not going anywhere."
6,Vi,Jinx,I'm not going to abandon you again.
6,Jinx,Jinx,"Everyone, shut up, I need to think."
6,Jinx,Vi,Do you hear that?
6,Vi,Jinx,Powder.
6,Vi,Jinx,Powder!
6,Ekko,Firefly 1,Take her.
6,Powder,,Vi?
6,Powder,,No!
,,,
7,Caitlyn,Vi,I knew it was a mistake trusting you.
7,Vi,Caitlyn,You've been a real picnic yourself.
7,Caitlyn,Vi,"I'm not the one who walked us into, not one, but two of Silco's traps."
7,Vi,Caitlyn,"This isn't Silco, it's someone else."
7,Caitlyn,Vi,How do you know?
7,Vi,Caitlyn,Cause we'd already be dead.
7,Caitlyn,Vi,"Oh, very nice."
7,Caitlyn,Vi,When were you planning to tell me that your lunatic sister works for him?
7,Vi,Caitlyn,Just as soon as you came clean about what the hell you're really doing down here.
7,Caitlyn,Vi,I told you the truth.
7,Vi,Caitlyn,Bullshit.
7,Vi,Caitlyn,What was that glowing stone?
7,Vi,Caitlyn,That's what I thought.
7,Caitlyn,Vi,What's going on?
7,Vi,guard,"Hey, stop! Get your hands off of me!"
7,Caitlyn,guard,Leave her alone!
7,Vi,guard,Let me go!
7,Caitlyn,guard,Vi?
7,Caitlyn,guard,Vi!
7,Caitlyn,guard,Vi!
7,Vi,guard,Hey.
7,Vi,Ekko,You shy? Or just ugly?
7,Ekko,Vi,You look good for a dead girl.
7,Vi,Ekko,Ekko?
7,Ekko,Vi,What do you know about this?
7,Vi,Ekko,Nothing. What the hell is this all about?
7,Ekko,Vi,What were you doing with Jinx?
7,Vi,Ekko,Her name is Powder.
7,Vi,Ekko,And I just found her when you and your goons showed up.
7,Vi,Ekko,It's me. Vi.
7,Vi,Ekko,Same person who used to take you down to the junk heap and hose you down when you got covered in grease.
7,Ekko,Vi,That was a long time ago.
7,Ekko,Vi,People change.
7,Vi,Ekko,Yeah. I'm getting that.
7,Ekko,Vi,Are you working for Silco?
7,Vi,Ekko,Fuck. You.
7,Ekko,Vi,I thought you were dead.
7,Ekko,Vi,Now you show up with a Piltie and give her a tour of the Lanes?
7,Vi,Ekko,You were following us? Why didn't you say something?
7,Ekko,Vi,I didn't know if I could trust you.
7,Vi,Ekko,So... so you just come out swinging?
7,Ekko,Vi,"Gee, I wonder who I learned that from?"
7,Vi,Ekko,"Ah, well, you shoulda learned more. You still punch like a little boy."
7,Ekko,Vi,And you still block with your face.
7,Vi,Ekko,I remember when you wouldn't stand up to me.
7,Vi,Ekko,"I missed you, little man."
7,Ekko,Vi,How long have you had those off?
7,Vi,Ekko,How long have you been whining?
7,Singed,Viktor,Hmm. Fascinating.
7,Singed,Viktor,I would very much like to see the device.
7,Singed,Viktor,"This, uh, Hexcore."
7,Viktor,Singed,That may be difficult to arrange.
7,Viktor,Singed,"I've tried every combination of runes, but... it's always the same."
7,Viktor,Singed,"The subject, wither and rot."
7,Singed,Viktor,"Uh, perhaps the error resides not with your calculations but... with your subjects."
7,Singed,Viktor,"Nature has made us intolerant to change, but fortunately, we have the capacity to change our nature."
7,Viktor,Singed,And this is... Shimmer?
7,Singed,Viktor,A variant.
7,Singed,Viktor,It should provide everything one needs to survive a violent transition.
7,Viktor,Singed,Will it work on plants?
7,Singed,Viktor,"You aren't here about the plants, are you?"
7,Singed,Viktor,I know the look of a doomed man.
7,Singed,Viktor,I must warn you.
7,Singed,Viktor,"If you take this path, they will despise you."
7,Singed,Viktor,Love and legacy are the sacrifices we make for progress.
7,Singed,Viktor,It's why I parted ways with Heimerdinger.
7,Viktor,Singed,Jayce will understand.
7,Singed,Viktor,Perhaps.
7,Mel,Jayce,Hammer work is such a delicate art.
7,Jayce,Mel,How'd you find me?
7,Mel,Jayce,You're the de facto head of the Council. People notice where you go.
7,Jayce,Mel,Huh. Don't remind me.
7,Mel,Jayce,This border shutdown has people agitated.
7,Jayce,Mel,They should be.
7,Jayce,Mel,Marcus brought this to me. It's an explosive.
7,Jayce,Mel,I tried taking it apart and it nearly killed me.
7,Jayce,Mel,Whoever built it knows exactly what they're doing.
7,Jayce,Mel,This and Shimmer. It's hard to believe what they're capable of.
7,Mel,Jayce,Is that what's really bothering you?
7,Jayce,Mel,"He was my mentor, Mel. And I betrayed him."
7,Mel,Jayce,Everything you said about him was true.
7,Mel,Jayce,"My family cast me out and yet, part of me still loves them."
7,Mel,Jayce,Heimerdinger will understand eventually.
7,Mel,Jayce,"It's your time now, Jayce. No more red tape."
7,Mel,Jayce,"You can bring Hextech to the masses, just like you've always dreamed."
7,Jayce,Mel,"Hmm. First, I have to save Viktor."
7,Mel,Jayce,Where is he?
7,Jayce,Mel,I don't know.
7,Jayce,Mel,He disappeared. He does that sometimes.
7,Jayce,Mel,No sign of Caitlyn either.
7,Mel,Jayce,The Kiramman girl?
7,Jayce,Mel,It's just...
7,Jayce,Mel,"Uh, never mind."
7,Mel,Jayce,Hey. We'll get through this.
7,Mel,Jayce,I'll stall the Council but they'll soon need their leader.
7,Mel,Jayce,In the meantime...
7,Mel,Jayce,Try not to lose your nuts.
7,Sevika,Silco,All our business is down. Enforcers are searching anyone who crosses the bridge.
7,Silco,Sevika,Marcus is following my orders. Preventing Vi and Caitlyn from returning.
7,Sevika,Silco,Or he's finally flipped.
7,Silco,Sevika,Hmm.
7,Sevika,Silco,The chembarons scheduled an assembly.
7,Silco,Sevika,Oh.
7,Silco,Sevika,I've had enough headaches.
7,Sevika,Silco,It didn't sound like a request.
7,Sevika,Silco,Where are you going?
7,Silco,Sevika,I need to find Jinx.
7,Sevika,Silco,Sir.
7,Silco,Sevika,What?
7,Sevika,Silco,I got more in common with cave lice than Jinx.
7,Sevika,Silco,But let's just say I didn't always see eye-to-eye with my old man.
7,Silco,Sevika,And?
7,Sevika,Silco,She'll come to you when she's ready.
7,Silco,Sevika,Hmm.
7,Jinx,Mylo,I didn't lose her! They took her.
7,Jinx,Mylo,She was there for me! Not the enforcer.
7,Jinx,Mylo,Why would I remember her name?
7,Jinx,Mylo,"Well, she's just some stupid topsider!"
7,Jinx,Mylo,Caitlyn.
7,Jinx,Mylo,Pow.
7,kid1,kid2,Come on. Go!
7,kid2,kid1,I got it.
7,kid1,kid2,Whoo-hoo!
7,Vi,Ekko,Is that real tree?
7,Ekko,Vi,"Pretty cool, huh?"
7,Ekko,Vi,"When I first saw it, I knew this was the place."
7,Ekko,Vi,"If a single seed could make it down here, so could we."
7,Vi,Ekko,You built all this?
7,Ekko,Vi,Not alone.
7,Ekko,Vi,"After Vander...died, Silco flooded the lanes with Shimmer."
7,Ekko,Vi,He didn't care what it did to people.
7,Ekko,Vi,Everyone here was an addict or a victim.
7,kid1,Ekko,Hi.
7,Ekko,Vi,They needed somewhere safe to start again.
7,Vi,Ekko,I should have been there. For you. For everyone.
7,Ekko,Vi,That's a good way to drive yourself crazy.
7,Ekko,Vi,"If I just went with you that day, maybe none of this would have happened."
7,Vi,Ekko,Or maybe you'd be dead. Or... changed.
7,Ekko,Vi,"Powder's gone, Vi."
7,Ekko,Vi,All that's left is Jinx and she belongs to Silco.
7,Vi,Ekko,You're wrong. She's still in there. I can reach her.
7,Ekko,Vi,You can't.
7,Vi,Ekko,I know my sister.
7,Ekko,Vi,I got one more thing to show you.
7,Ekko,Vi,This is everyone we've lost.
7,Ekko,Vi,The price of our freedom.
7,Ekko,Vi,Some of it was Enforcers.
7,Ekko,Vi,Most was Silco.
7,Ekko,Vi,"Your sister works for him not because she has to, but because she wants to."
7,Ekko,Vi,"I'm sorry, but that's who she is now."
7,,,Get down!
7,,,Let us through!
7,,,Come on!
7,,,We understand.
7,,,Just stand down!
7,Jayce,Marcus,"Thank you for alerting me, Sheriff."
7,Marcus,Jayce,"Not a problem, Councilor."
7,Viktor,Jayce,"Jayce, what is this?"
7,Jayce,Viktor,Do you have any idea how this looks?
7,Jayce,Viktor,I order a blockade and my own partner violates it?
7,Viktor,Jayce,You ordered this? Why?
7,Jayce,Viktor,There are people down there who seem hell-bent on destroying us.
7,Jayce,Viktor,What were you doing?
7,Viktor,Jayce,I was consulting a friend about our quandary.
7,Viktor,Jayce,"I told you, I knew someone."
7,Jayce,Viktor,"Well, you didn't say they were from the undercity."
7,Viktor,Jayce,What difference does that make?
7,Jayce,Viktor,What diff... They're dangerous.
7,Viktor,Jayce,I'm from the undercity.
7,Jayce,Viktor,You're right.
7,Jayce,Viktor,I'm sorry.
7,Jayce,Viktor,I've had a lot on my plate.
7,Jayce,Viktor,Was your friend able to help?
7,Viktor,Jayce,No.
7,Viktor,Jayce,"No, he said, ""Nature was resistant to this sort of tampering."""
7,Jayce,Viktor,"All right, we'll keep at it."
7,Finn,,"First, this wild attack in the heart of Piltover."
7,Finn,,"Now, the border's closing."
7,Finn,,We're bleeding money and for what?
7,Finn,,His dreams of rebellion? He's losing control.
7,Finn,,If we stand together...
7,Silco,Finn,We aren't due for an assembly.
7,Finn,Silco,We should be.
7,Finn,Silco,"Ever since your stunt topside, profits have been plummeting."
7,,Silco,He's right. Merchandise is frozen at the border.
7,,Silco,Topsiders are too afraid to cross.
7,Finn,Silco,"We're all wondering, what's your plan to fix this?"
7,Silco,,"You're all wondering, are you?"
7,Finn,Silco,"Way I see it, we should cut a deal and give back the Gemstone."
7,Finn,Silco,Better to have some trade than none at all.
7,Silco,Finn,The border issue is temporary. Jinx will deal with it.
7,Finn,Silco,Huh.
7,Finn,Silco,"Rumor is, your dog's off her leash."
7,Finn,Silco,"How you meant to bring Piltover to heel if you can't handle your own people, huh?"
7,,,What's that?
7,Silco,,"Oh, you don't recognize it?"
7,Silco,,Have you forgotten where we came from?
7,Silco,,The mines they had us in?
7,Silco,,Air so thick it clogged your throat.
7,Silco,,Stuck in your eyes.
7,Silco,,But I pulled you all up from the depths.
7,Silco,,Offered you a taste of topside.
7,Silco,,And fresh air.
7,Silco,,I gave you life.
7,Silco,,Purpose.
7,Silco,,But you've grown fat and complacent.
7,Silco,,Too much time in the sun.
7,Silco,Finn,"We came from a world where there was never enough to go around, Finn."
7,Silco,,That is why we fight.
7,Silco,,Do you remember?
7,Finn,Silco,Sorry. Please.
7,Finn,Silco,Please.
7,Silco,Finn,Don't forget again.
7,Silco,,Good meeting.
7,Elora,Mel,I've had word from our friends overseas.
7,Elora,Mel,This threat from the undercity is drawing attention.
7,Elora,Mel,Piltover looks vulnerable.
7,Mel,Elora,It's too soon. Jayce isn't ready.
7,Elora,Mel,There's one other thing.
7,Elora,Mel,This arrived for you.
7,kid,Caitlyn,Hmm?
7,Caitlyn,Ekko,What have you done with Vi?
7,Caitlyn,Ekko,"Listen, let her go. I brought her here. It's me you want."
7,Vi,Caitlyn,My hero.
7,Caitlyn,Vi,You're...
7,Caitlyn,Vi,But I thought you... I thought they were hurting you!
7,Ekko,Caitlyn,Vi tells me I can trust you.
7,Ekko,Caitlyn,"You get a pass back topside, that's it."
7,Ekko,Caitlyn,Let's go.
7,Jinx,Silco,Let me help you with that.
7,Silco,Jinx,"Where've you been, Jinx?"
7,Jinx,Silco,"Oh, you know. Here, there, chasing down dead ends."
7,Jinx,Silco,And guess what? They're not all dead.
7,Silco,Jinx,I can explain.
7,Jinx,Silco,"Don't move, silly. I might hurt you."
7,Silco,Jinx,I didn't know. Marcus never told me she was in Stillwater.
7,Jinx,Silco,But you found out she came back.
7,Jinx,Silco,You lied.
7,Silco,Jinx,I wanted to protect you.
7,Jinx,Silco,From what?
